country_code,country_name,event_name,event_category,event_subcategory,event_anchor_date,window_days,indicator_group,indicator_slug,indicator_name,indicator_frequency,before_mean,after_mean,absolute_change,percentage_change,historical_std,standardized_change,abs_standardized_change,nearby_event_count,contamination_level,nearby_event_names,is_contaminated_window
BRA,Brazil,Apresentacao do novo arcabouco fiscal,economy,fiscal,2023-03-30,365,inflation,ipca,IPCA,monthly,0.3808333333333333,0.3216666666666667,-0.0591666666666666,-15.53610503282275,0.3868709075835759,-0.1529364589243113,0.1529364589243113,,,,
USA,United States,Tarifas comerciais contra China,economy,trade,2018-03-16,90,interest_rate,fed_funds,Effective Federal Funds Rate,monthly,1.4466666666666663,1.7366666666666666,0.29,20.04608294930876,1.8972246521287768,0.1528548554724956,0.1528548554724956,1.0,moderada,Tax Cuts and Jobs Act,True
BRA,Brazil,Prisao de Lula,politics,election_justice,2018-04-07,180,interest_rate,selic,Selic,daily,0.026978975409836,0.02462,-0.002358975409836,-8.743754623743133,0.0154361689726012,-0.1528213000274303,0.1528213000274303,3.0,alta,Inicio da greve dos caminhoneiros; Subvencao ao diesel apos greve; Facada em Bolsonaro,True
ARG,Argentina,Default da divida soberana,economy,debt,2020-05-22,365,exchange_rate,dolar_blue,Dolar blue Argentina,daily,70.57534246575342,146.2423076923077,75.66696522655427,107.21444995222168,495.6110040341538,0.1526741024929702,0.1526741024929702,,,,
USA,United States,Fed eleva juros em meio a turbulencia de mercado,economy,monetary_policy,2018-12-19,365,inflation,cpi,Consumer Price Index for All Urban Consumers,monthly,251.09949999999995,255.65258333333333,4.553083333333404,1.8132586219141835,29.89898246617429,0.1522822169110423,0.1522822169110423,,,,
BRA,Brazil,Facada em Bolsonaro,politics,election_crisis,2018-09-06,180,exchange_rate,cambio,Taxa de cambio,daily,3.682772,3.8192208333333335,0.1364488333333335,3.705057856781077,0.8979388807808837,0.1519578183480284,0.1519578183480284,4.0,alta,Eleicao Bolsonaro; Subvencao ao diesel apos greve; Inicio da greve dos caminhoneiros; Prisao de Lula,True
USA,United States,Fed inicia ciclo de corte de juros,economy,monetary_policy,2024-09-18,365,unemployment,unemployment,Unemployment Rate,monthly,3.941666666666667,4.199999999999999,0.2583333333333324,6.553911205073971,1.7030513340652462,0.1516885182296186,0.1516885182296186,,,,
BRA,Brazil,Aprovacao da PEC dos Precatorios,economy,fiscal_social,2021-12-02,90,gasoline,gasolina,Gasolina,monthly,11.6,11.166666666666666,-0.4333333333333335,-3.735632183908048,2.8754210401054223,-0.1507025674811943,0.1507025674811943,1.0,moderada,Choque global da guerra na Ucrania,True
BRA,Brazil,Retomada do ciclo de alta da Selic,economy,monetary_policy,2024-09-18,90,gasoline,gasolina,Gasolina,monthly,6.599999999999999,6.166666666666667,-0.4333333333333318,-6.565656565656544,2.8754210401054223,-0.1507025674811937,0.1507025674811937,1.0,moderada,Eleicoes municipais,True
USA,United States,Fed faz alta de 75 pontos-base,economy,monetary_policy,2022-06-15,30,gasoline,gasoline,US Regular All Formulations Gas Price,weekly,4.718,4.81275,0.0947500000000003,2.008266214497676,0.6304938714077917,0.1502790182376218,0.1502790182376218,0.0,baixa,,False
